# ----------------------------------------
# All Web Site Data
# Site Speed Overview
# 20170114-20221220
# ----------------------------------------

Hour Index,Avg. Page Load Time (sec)
001980,0.00
001981,0.00
001982,0.00
001983,0.00
001984,0.00
001985,0.00
001986,0.00
001987,0.00
001988,0.00
001989,0.00
001990,0.00
001991,0.00
001992,0.00
001993,0.00
001994,0.00
001995,0.00
001996,0.00
001997,0.00
001998,0.00
001999,0.00
002000,0.00
002001,0.00
002002,0.00
002003,0.00
002004,0.00
002005,0.00
002006,0.00
002007,0.00
002008,0.00
002009,0.00
002010,0.00
002011,0.00
002012,0.00
002013,0.00
002014,0.00
002015,0.00
002016,0.00
002017,0.00
002018,0.00
002019,0.00
002020,0.00
002021,0.00
002022,0.00
002023,0.00
002024,0.00
002025,0.00
002026,0.00
002027,0.00
002028,0.00
002029,0.00
002030,0.00
002031,0.00
002032,0.00
002033,0.00
002034,0.00
002035,0.00
002036,0.00
002037,0.00
002038,0.00
002039,0.00
002040,0.00
002041,0.00
002042,0.00
002043,0.00
002044,0.00
002045,0.00
002046,0.00
002047,0.00
002048,0.00
002049,0.00
002050,0.00
002051,0.00
002052,0.00
002053,0.00
002054,0.00
002055,0.00
002056,0.00
002057,0.00
002058,0.00
002059,0.00
002060,0.00
002061,0.00
002062,0.00
002063,0.00
002064,0.00
002065,0.00
002066,0.00
002067,0.00
002068,0.00
002069,0.00
002070,0.00
002071,0.00
002072,0.00
002073,0.00
002074,0.00
002075,0.00
002076,0.00
002077,0.00
002078,0.00
002079,0.00
002080,0.00
002081,0.00
002082,0.00
002083,0.00
002084,0.00
002085,0.00
002086,0.00
002087,0.00
002088,0.00
002089,0.00
002090,0.00
002091,0.00
002092,0.00
002093,0.00
002094,0.00
002095,0.00
002096,0.00
002097,0.00
002098,0.00
002099,0.00
002100,0.00
002101,0.00
002102,0.00
002103,0.00
002104,0.00
002105,0.00
002106,0.00
002107,0.00
002108,0.00
002109,0.00
002110,0.00
002111,0.00
002112,0.00
002113,0.00
002114,0.00
002115,0.00
002116,0.00
002117,0.00
002118,0.00
002119,0.00
002120,0.00
002121,0.00
002122,0.00
002123,0.00
002124,0.00
002125,0.00
002126,0.00
002127,0.00
002128,0.00
002129,0.00
002130,0.00
002131,0.00
002132,0.00
002133,0.00
002134,0.00
002135,0.00
002136,0.00
002137,0.00
002138,0.00
002139,0.00
002140,0.00
002141,0.00
002142,0.00
002143,0.00
002144,0.00
002145,0.00
002146,0.00
002147,0.00
002148,0.00
002149,0.00
002150,0.00
002151,0.00
002152,0.00
002153,0.00
002154,0.00
002155,0.00
002156,0.00
002157,0.00
002158,0.00
002159,0.00
002160,0.00
002161,0.00
002162,0.00
002163,0.00
002164,0.00
002165,0.00
002166,0.00
002167,0.00
002168,0.00
002169,0.00
002170,0.00
002171,0.00
002172,0.00
002173,0.00
002174,0.00
002175,0.00
002176,0.00
002177,0.00
002178,0.00
002179,0.00
002180,0.00
002181,0.00
002182,0.00
002183,0.00
002184,0.00
002185,0.00
002186,0.00
002187,0.00
002188,0.00
002189,0.00
002190,0.00
002191,0.00
002192,0.00
002193,0.00
002194,0.00
002195,0.00
002196,0.00
002197,0.00
002198,0.00
002199,0.00
002200,0.00
002201,0.00
002202,0.00
002203,0.00
002204,0.00
002205,0.00
002206,0.00
002207,0.00
002208,0.00
002209,0.00
002210,0.00
002211,0.00
002212,0.00
002213,0.00
002214,0.00
002215,0.00
002216,0.00
002217,0.00
002218,0.00
002219,0.00
002220,0.00
002221,0.00
002222,0.00
002223,0.00
002224,0.00
002225,0.00
002226,0.00
002227,0.00
002228,0.00
002229,0.00
002230,0.00
002231,0.00
002232,0.00
002233,0.00
002234,0.00
002235,0.00
002236,0.00
002237,0.00
002238,0.00
002239,0.00
002240,0.00
002241,0.00
002242,0.00
002243,0.00
002244,0.00
002245,0.00
002246,0.00
002247,0.00
002248,0.00
002249,0.00
002250,0.00
002251,0.00
002252,0.00
002253,0.00
002254,0.00
002255,0.00
002256,0.00
002257,0.00
002258,0.00
002259,0.00
002260,0.00
002261,0.00
002262,0.00
002263,0.00
002264,0.00
002265,0.00
002266,0.00
002267,0.00
002268,0.00
002269,0.00
002270,0.00
002271,0.00
002272,0.00
002273,0.00
002274,0.00
002275,0.00
002276,0.00
002277,0.00
002278,0.00
002279,0.00
002280,0.00
002281,0.00
002282,0.00
002283,0.00
002284,0.00
002285,0.00
002286,0.00
002287,0.00
002288,0.00
002289,0.00
002290,0.00
002291,0.00
002292,0.00
002293,0.00
002294,0.00
002295,0.00
002296,0.00
002297,0.00
002298,0.00
002299,0.00
002300,0.00
002301,0.00
002302,0.00
002303,0.00
002304,0.00
002305,0.00
002306,0.00
002307,0.00
002308,0.00
002309,0.00
002310,0.00
002311,0.00
002312,0.00
002313,0.00
002314,0.00
002315,0.00
002316,0.00
002317,0.00
002318,0.00
002319,0.00
002320,0.00
002321,0.00
002322,0.00
002323,0.00
002324,0.00
002325,0.00
002326,0.00
002327,0.00
002328,0.00
002329,0.00
002330,0.00
002331,0.00
002332,0.00
002333,0.00
002334,0.00
002335,0.00
002336,0.00
002337,0.00
002338,0.00
002339,0.00
002340,0.00
002341,0.00
002342,0.00
002343,0.00
002344,0.00
002345,0.00
002346,0.00
002347,0.00
002348,0.00
002349,0.00
002350,0.00
002351,0.00
002352,0.00
002353,0.00
002354,0.00
002355,0.00
002356,0.00
002357,0.00
002358,0.00
002359,0.00
002360,0.00
002361,0.00
002362,0.00
002363,0.00
002364,0.00
002365,0.00
002366,0.00
002367,0.00
002368,0.00
002369,0.00
002370,0.00
002371,0.00
002372,0.00
002373,0.00
002374,0.00
002375,0.00
002376,0.00
002377,0.00
002378,0.00
002379,0.00
002380,0.00
002381,0.00
002382,0.00
002383,0.00
002384,0.00
002385,0.00
002386,0.00
002387,0.00
002388,0.00
002389,0.00
002390,0.00
002391,0.00
002392,0.00
002393,0.00
002394,0.00
002395,0.00
002396,0.00
002397,0.00
002398,0.00
002399,0.00
002400,0.00
002401,0.00
002402,0.00
002403,0.00
002404,0.00
002405,0.00
002406,0.00
002407,0.00
002408,0.00
002409,0.00
002410,0.00
002411,0.00
002412,0.00
002413,0.00
002414,0.00
002415,0.00
002416,0.00
002417,0.00
002418,0.00
002419,0.00
002420,0.00
002421,0.00
002422,0.00
002423,0.00
002424,0.00
002425,0.00
002426,0.00
002427,0.00
002428,0.00
002429,0.00
002430,0.00
002431,0.00
002432,0.00
002433,0.00
002434,0.00
002435,0.00
002436,0.00
002437,0.00
002438,0.00
002439,0.00
002440,0.00
002441,0.00
002442,1.14
002443,0.00
002444,0.00
002445,0.00
002446,0.00
002447,0.00
002448,0.00
002449,0.00
002450,0.00
002451,0.00
002452,0.00
002453,0.00
002454,0.00
002455,0.00
002456,2.34
002457,0.00
002458,0.00
002459,0.00
002460,0.00
002461,0.00
002462,0.00
002463,0.00
002464,0.00
002465,0.00
002466,0.00
002467,13.14
002468,0.00
002469,0.00
002470,8.27
002471,0.00
002472,0.00
002473,0.00
002474,0.00
002475,0.00
002476,0.00
002477,0.00
002478,0.00
002479,0.00
002480,1.08
002481,0.00
002482,0.00
002483,0.00
002484,0.00
002485,0.00
002486,0.00
002487,0.00
002488,0.00
002489,0.00
002490,0.00
002491,21.36
002492,0.00
002493,0.00
002494,0.00
002495,0.00
002496,0.00
002497,0.00
002498,0.00
002499,0.00
002500,0.00
002501,0.00
002502,0.00
002503,0.00
002504,1.30
002505,0.00
002506,0.00
002507,0.00
002508,0.00
002509,0.00
002510,0.00
002511,0.00
002512,0.00
002513,1.29
002514,0.00
002515,0.00
002516,2.00
002517,0.00
002518,0.00
002519,0.00
002520,0.00
002521,0.00
002522,0.00
002523,0.00
002524,0.00
002525,0.00
002526,0.00
002527,0.00
002528,0.00
002529,0.00
002530,0.00
002531,0.00
002532,0.00
002533,0.00
002534,0.00
002535,0.00
002536,0.00
002537,0.00
002538,0.00
002539,0.00
002540,0.00
002541,0.00
002542,0.00
002543,0.00
002544,0.00
002545,0.00
002546,0.00
002547,0.00
002548,0.00
002549,0.00
002550,0.00
002551,0.00
002552,0.00
002553,0.00
002554,0.00
002555,0.00
002556,0.00
002557,0.00
002558,0.00
002559,0.00
002560,0.00
002561,0.00
002562,0.00
002563,0.00
002564,0.00
002565,0.00
002566,0.00
002567,0.00
002568,0.00
002569,0.00
002570,0.00
002571,0.00
002572,0.00
002573,0.00
002574,0.00
002575,0.00
002576,0.00
002577,0.00
002578,0.00
002579,0.00
002580,0.00
002581,0.00
002582,0.00
002583,0.00
002584,0.00
002585,0.00
002586,0.00
002587,0.00
002588,19.60
002589,5.85
002590,9.73
002591,0.00
002592,2.10
002593,0.00
002594,0.00
002595,0.00
002596,0.00
002597,0.00
002598,0.00
002599,1.25
002600,0.00
002601,0.00
002602,0.00
002603,0.00
002604,0.00
002605,0.00
002606,0.00
002607,0.00
002608,0.00
002609,0.00
002610,0.00
002611,0.00
002612,0.00
002613,0.00
002614,0.00
002615,0.00
002616,0.00
002617,0.00
002618,0.00
002619,0.00
002620,0.00
002621,0.00
002622,0.00
002623,0.00
002624,0.00
002625,0.00
002626,0.00
002627,0.00
002628,0.00
002629,0.00
002630,0.00
002631,0.00
002632,0.00
002633,0.00
002634,0.00
002635,0.00
002636,0.00
002637,0.00
002638,0.00
002639,0.00
002640,0.00
002641,0.00
002642,0.00
002643,0.00
002644,0.00
002645,0.00
002646,0.00
002647,0.00
002648,0.00
002649,0.00
002650,0.00
002651,0.00
002652,0.00
002653,0.00
002654,0.00
002655,0.00
002656,0.00
002657,0.00
002658,0.00
002659,0.00
002660,0.00
002661,0.00
002662,0.00
002663,0.00
002664,0.00
002665,0.00
002666,0.00
002667,0.00
002668,0.00
002669,0.00
002670,0.00
002671,0.00
002672,0.00
002673,0.00
002674,0.00
002675,1.35
002676,0.00
002677,0.00
002678,0.00
002679,0.00
002680,0.00
002681,0.00
002682,0.00
002683,0.00
002684,0.00
002685,0.00
002686,0.00
002687,0.00
002688,0.00
002689,0.00
002690,0.00
002691,0.00
002692,0.00
002693,0.00
002694,0.00
002695,0.00
002696,0.00
002697,0.00
002698,0.00
002699,0.00
002700,0.00
002701,0.00
002702,0.00
002703,0.00
002704,0.00
002705,0.00
002706,0.00
002707,0.00
002708,0.00
002709,0.00
002710,0.00
002711,0.00
002712,0.00
002713,0.00
002714,0.00
002715,0.00
002716,0.00
002717,0.00
002718,0.00
002719,0.00
002720,0.00
002721,0.00
002722,0.00
002723,0.00
002724,0.00
002725,0.00
002726,0.00
002727,0.00
002728,0.00
002729,0.00
002730,0.00
002731,0.00
002732,0.00
002733,0.00
002734,0.00
002735,0.00
002736,0.00
002737,0.00
002738,0.00
002739,0.00
002740,0.00
002741,0.00
002742,0.00
002743,0.00
002744,0.00
002745,0.00
002746,0.00
002747,0.00
002748,0.00
002749,0.00
002750,0.00
002751,0.00
002752,0.00
002753,0.00
002754,0.00
002755,0.00
002756,0.00
002757,0.00
002758,0.00
002759,0.00
002760,0.00
002761,0.00
002762,0.00
002763,0.00
002764,0.00
002765,0.00
002766,0.00
002767,0.00
002768,0.00
002769,0.00
002770,0.00
002771,0.00
002772,0.00
002773,0.00
002774,0.00
002775,0.00
002776,0.00
002777,0.00
002778,0.00
002779,0.00
002780,0.00
002781,0.00
002782,0.00
002783,0.00
002784,0.00
002785,0.00
002786,0.00
002787,0.00
002788,0.00
002789,0.00
002790,0.00
002791,0.00
002792,0.00
002793,0.00
002794,0.00
002795,0.00
002796,0.00
002797,0.00
002798,0.00
002799,0.00
002800,0.00
002801,0.00
002802,0.00
002803,0.00
002804,0.00
002805,0.00
002806,0.00
002807,0.00
002808,0.00
002809,0.00
002810,0.00
002811,0.00
002812,0.00
002813,0.00
002814,0.00
002815,0.00
002816,0.00
002817,0.00
002818,0.00
002819,0.00
002820,0.00
002821,0.00
002822,0.00
002823,0.00
002824,0.00
002825,0.00
002826,0.00
002827,0.00
002828,0.00
002829,0.00
002830,0.00
002831,0.00
002832,0.00
002833,0.00
002834,0.00
002835,0.00
002836,0.00
002837,0.00
002838,0.00
002839,0.00
002840,0.00
002841,0.00
002842,0.00
002843,0.00
002844,0.00
002845,0.00
002846,0.00
002847,0.00
002848,0.00
002849,0.00
002850,0.00
002851,0.00
002852,0.00
002853,0.00
002854,0.00
002855,0.00
002856,0.00
002857,0.00
002858,0.00
002859,0.00
002860,0.00
002861,0.00
002862,0.00
002863,0.00
002864,0.00
002865,0.00
002866,0.00
002867,0.00
002868,0.00
002869,0.00
002870,0.00
002871,0.00
002872,0.00
002873,0.00
002874,0.00
002875,0.00
002876,0.00
002877,0.00
002878,0.00
002879,0.00
002880,0.00
002881,0.00
002882,0.00
002883,0.00
002884,0.00
002885,0.00
002886,0.00
002887,0.00
002888,0.00
002889,0.00
002890,0.00
002891,0.00
002892,0.00
002893,0.00
002894,0.00
002895,0.00
002896,0.00
002897,0.00
002898,0.00
002899,0.00
002900,0.00
002901,0.00
002902,0.00
002903,0.00
002904,0.00
002905,0.00
002906,0.00
002907,0.00
002908,0.00
002909,0.00
002910,0.00
002911,0.00
002912,0.00
002913,0.00
002914,0.00
002915,0.00
002916,0.00
002917,0.00
002918,0.00
002919,0.00
002920,0.00
002921,0.00
002922,0.00
002923,0.00
002924,0.00
002925,0.00
002926,0.00
002927,0.00
002928,0.00
002929,0.00
002930,0.00
002931,0.00
002932,0.00
002933,0.00
002934,0.00
002935,0.00
002936,0.00
002937,0.00
002938,0.00
002939,0.00
002940,0.00
002941,0.00
002942,0.00
002943,0.00
002944,0.00
002945,0.00
002946,0.00
002947,0.00
002948,0.00
002949,0.00
002950,0.00
002951,0.00
002952,0.00
002953,0.00
002954,0.00
002955,0.00
002956,0.00
002957,0.00
002958,0.00
002959,0.00
002960,0.00
002961,0.00
002962,0.00
002963,0.00
002964,0.00
002965,0.00
002966,0.00
002967,0.00
002968,0.00
002969,0.00
002970,0.00
002971,0.00
002972,0.00
002973,0.00
002974,0.00
002975,0.00
002976,0.00
002977,0.00
002978,0.00
002979,0.00
002980,0.00
002981,0.00
002982,0.00
002983,0.00
002984,0.00
002985,0.00
002986,0.00
002987,0.00
002988,0.00
002989,0.00
002990,0.00
002991,0.00
002992,0.00
002993,0.00
002994,0.00
002995,0.00
002996,0.00
002997,0.00
002998,0.00
002999,0.00
003000,0.00
003001,0.00
003002,0.00
003003,0.00
003004,0.00
003005,0.00
003006,0.00
003007,0.00
003008,0.00
003009,0.00
003010,0.00
003011,0.00
003012,0.00
003013,0.00
003014,0.00
003015,0.00
003016,0.00
003017,0.00
003018,0.00
003019,0.00
003020,0.00
003021,0.00
003022,0.00
003023,0.00
003024,0.00
003025,0.00
003026,0.00
003027,0.00
003028,0.00
003029,0.00
003030,0.00
003031,0.00
003032,0.00
003033,0.00
003034,0.00
003035,0.00
003036,0.00
003037,0.00
003038,0.00
003039,0.00
003040,0.00
003041,0.00
003042,0.00
003043,0.00
003044,0.00
003045,0.00
003046,0.00
003047,0.00
003048,0.00
003049,0.00
003050,0.00
003051,0.00
003052,0.00
003053,0.00
003054,0.00
003055,0.00
003056,0.00
003057,0.00
003058,0.00
003059,0.00
003060,0.00
003061,0.00
003062,0.00
003063,0.00
003064,0.00
003065,0.00
003066,0.00
003067,0.00
003068,0.00
003069,0.00
003070,0.00
003071,0.00
003072,0.00
003073,0.00
003074,0.00
003075,0.00
003076,0.00
003077,0.00
003078,0.00
003079,0.00
003080,0.00
003081,0.00
003082,0.00
003083,0.00
003084,0.00
003085,0.00
003086,0.00
003087,0.00
003088,0.00
003089,0.00
003090,0.00
003091,0.88
003092,0.00
003093,0.00
003094,0.00
003095,2.92
003096,0.00
003097,0.00
003098,11.28
003099,0.00
003100,0.00
003101,0.00
003102,0.00
003103,0.00
003104,0.00
003105,0.00
003106,0.00
003107,0.00
003108,0.00
003109,0.00
003110,0.00
003111,0.00
003112,0.00
003113,0.00
003114,0.00
003115,0.00
003116,0.00
003117,0.00
003118,0.00
003119,0.00
003120,0.00
003121,0.00
003122,11.13
003123,0.00
003124,0.00
003125,0.00
003126,0.00
003127,0.00
003128,0.00
003129,0.00
003130,0.00
003131,0.00
003132,0.00
003133,0.00
003134,0.00
003135,0.00
003136,0.00
003137,0.00
003138,0.00
003139,0.00
003140,0.00
003141,0.00
003142,0.00
003143,0.00
003144,0.00
003145,0.00
003146,0.00
003147,0.00
003148,0.00
003149,1.08
003150,0.00
003151,0.00
003152,0.00
003153,0.00
003154,0.95
003155,0.00
003156,0.00
003157,0.00
003158,0.00
003159,0.00
003160,0.00
003161,1.84
003162,0.88
003163,0.00
003164,0.00
003165,0.00
003166,0.00
003167,0.00
003168,0.00
003169,0.00
003170,0.00
003171,0.00
003172,5.90
003173,0.00
003174,0.00
003175,0.00
003176,1.57
003177,0.00
003178,1.32
003179,0.00
003180,0.00
003181,0.00
003182,0.00
003183,0.00
003184,0.00
003185,2.51
003186,0.00
003187,0.00
003188,0.00
003189,0.00
003190,0.00
003191,0.00
003192,0.00
003193,0.00
003194,0.00
003195,0.00
003196,0.00
003197,0.00
003198,0.00
003199,0.00
003200,0.00
003201,0.00
003202,0.00
003203,0.00
003204,0.00
003205,0.00
003206,0.00
003207,0.00
003208,0.00
003209,0.00
003210,0.00
003211,0.00
003212,0.00
003213,0.00
003214,0.00
003215,0.00
003216,0.00
003217,0.00
003218,0.00
003219,0.00
003220,0.00
003221,0.00
003222,0.00
003223,0.00
003224,0.00
003225,0.00
003226,0.00
003227,0.00
003228,0.00
003229,0.00
003230,0.00
003231,0.00
003232,0.00
003233,0.00
003234,0.00
003235,0.00
003236,0.00
003237,0.00
003238,0.00
003239,0.00
003240,0.00
003241,0.00
003242,0.00
003243,0.00
003244,0.00
003245,0.00
003246,0.00
003247,0.00
003248,0.00
003249,0.00
003250,0.00
003251,0.00
003252,0.00
003253,0.00
003254,0.00
003255,2.43
003256,0.00
003257,5.59
003258,0.00
003259,0.00
003260,0.00
003261,0.00
003262,0.00
003263,0.00
003264,0.00
003265,0.00
003266,0.00
003267,0.00
003268,1.29
003269,0.00
003270,0.00
003271,0.00
003272,0.00
003273,0.84
003274,0.00
003275,0.00
003276,0.00
003277,0.00
003278,0.00
003279,0.00
003280,0.00
003281,0.00
003282,0.00
003283,0.00
003284,0.00
003285,1.36
003286,0.00
003287,0.00
003288,0.00
003289,0.00
003290,0.00
003291,0.00
003292,0.00
003293,0.00
003294,0.00
003295,0.00
003296,0.00
003297,0.00
003298,0.00
003299,0.00
003300,0.00
003301,0.00
003302,0.00
003303,0.00
003304,0.00
003305,0.00
003306,0.00
003307,0.00
003308,0.00
003309,0.00
003310,0.00
003311,0.00
003312,0.00
003313,0.00
003314,0.00
003315,0.00
003316,0.00
003317,0.00
003318,0.00
003319,2.53
003320,0.00
003321,0.00
003322,0.00
003323,0.00
003324,0.00
003325,0.00
003326,0.00
003327,0.00
003328,0.00
003329,0.00
003330,0.00
003331,0.00
003332,0.00
003333,0.00
003334,0.00
003335,0.00
003336,0.00
003337,0.00
003338,0.00
003339,0.00
003340,0.00
003341,0.00
003342,0.00
003343,0.00
003344,0.00
003345,0.00
003346,0.00
003347,0.00
003348,0.00
003349,0.00
003350,0.00
003351,0.00
003352,0.00
003353,0.00
003354,0.00
003355,0.00
003356,0.00
003357,0.00
003358,0.00
003359,0.00
003360,0.00
003361,0.00
003362,0.00
003363,0.00
003364,0.00
003365,0.00
003366,0.00
003367,0.00
003368,0.00
003369,0.00
003370,0.00
003371,0.00
003372,0.00
003373,0.00
003374,0.00
003375,0.00
003376,0.00
003377,0.00
003378,0.00
003379,0.00
003380,0.00
003381,0.90
003382,0.00
003383,0.00
003384,0.00
003385,0.00
003386,0.00
003387,0.00
003388,0.00
003389,0.00
003390,0.00
003391,0.00
003392,0.00
003393,0.00
003394,0.00
003395,0.00
003396,0.00
003397,0.00
003398,0.00
003399,0.00
003400,0.00
003401,0.00
003402,0.00
003403,0.00
003404,0.00
003405,0.00
003406,0.00
003407,0.00
003408,0.00
003409,0.00
003410,0.00
003411,0.00
003412,0.00
003413,0.00
003414,0.00
003415,0.00
003416,0.00
003417,0.00
003418,0.00
003419,0.00
003420,0.00
003421,0.00
003422,0.00
003423,0.00
003424,0.00
003425,0.00
003426,0.00
003427,0.00
003428,0.00
003429,0.00
003430,0.00
003431,0.00
003432,0.00
003433,0.00
003434,0.00
003435,0.00
003436,0.00
003437,0.00
003438,0.00
003439,0.00
003440,0.00
003441,0.00
003442,0.00
003443,0.00
003444,0.00
003445,0.00
003446,0.00
003447,0.00
003448,0.00
003449,0.00
003450,0.00
003451,0.00
003452,0.00
003453,0.00
003454,0.00
003455,0.00
003456,0.00
003457,0.00
003458,0.00
003459,0.00
003460,0.00
003461,0.00
003462,0.00
003463,0.00
003464,0.00
003465,0.00
003466,0.00
003467,0.00
003468,0.00
003469,0.00
003470,0.00
003471,0.00
003472,0.00
003473,0.00
003474,0.00
003475,0.00
003476,0.00
003477,0.00
003478,0.00
003479,0.00
003480,0.00
003481,0.00
003482,0.00
003483,0.00
003484,0.00
003485,0.00
003486,0.00
003487,0.00
003488,0.00
003489,0.00
003490,0.00
003491,0.00
003492,0.00
003493,0.00
003494,0.00
003495,0.00
003496,0.00
003497,0.00
003498,0.00
003499,0.00
003500,0.00
003501,0.00
003502,0.00
003503,0.00
003504,0.00
003505,0.00
003506,0.00
003507,0.00
003508,0.00
003509,0.00
003510,0.00
003511,0.00
003512,0.00
003513,0.00
003514,0.00
003515,0.00
003516,0.00
003517,0.00
003518,0.00
003519,0.00
003520,0.00
003521,0.00
003522,0.00
003523,0.00
003524,0.00
003525,0.00
003526,0.00
003527,0.00
003528,0.00
003529,0.00
003530,0.00
003531,0.00
003532,0.00
003533,0.00
003534,0.00
003535,0.00
003536,0.00
003537,0.00
003538,0.00
003539,0.00
003540,0.00
003541,0.00
003542,0.00
003543,0.00
003544,0.00
003545,0.00
003546,0.00
003547,0.00
003548,0.00
003549,0.00
003550,0.00
003551,0.00
003552,0.00
003553,0.00
003554,0.00
003555,0.00
003556,0.00
003557,0.00
003558,0.00
003559,0.00
003560,0.00
003561,0.00
003562,0.00
003563,0.00
003564,0.00
003565,0.00
003566,0.00
003567,0.00
003568,0.00
003569,0.00
003570,0.00
003571,0.00
003572,0.00
003573,0.00
003574,0.00
003575,0.00
003576,0.00
003577,0.00
003578,0.00
003579,0.00
003580,0.00
003581,0.00
003582,0.00
003583,0.00
003584,0.00
003585,0.00
003586,0.00
003587,0.00
003588,0.00
003589,0.00
003590,0.00
003591,0.00
003592,0.00
003593,0.00
003594,0.00
003595,0.00
003596,0.00
003597,0.00
003598,0.00
003599,0.00
003600,0.00
003601,0.00
003602,0.00
003603,0.00
003604,0.00
003605,0.00
003606,0.00
003607,0.00
003608,0.00
003609,0.00
003610,0.00
003611,0.00
003612,0.00
003613,0.00
003614,0.00
003615,0.00
003616,0.00
003617,0.00
003618,0.00
003619,0.00
003620,0.00
003621,0.00
003622,0.00
003623,0.00
003624,0.00
003625,0.00
003626,0.00
003627,0.00
003628,0.00
003629,0.00
003630,0.00
003631,0.00
003632,0.00
003633,0.00
003634,0.00
003635,0.00
003636,0.00
003637,0.00
003638,0.00
003639,0.00
003640,0.00
003641,0.00
003642,0.00
003643,0.00
003644,0.00
003645,0.00
003646,0.00
003647,0.00
003648,0.00
003649,0.00
003650,0.00
003651,0.00
003652,1.64
003653,0.00
003654,0.00
003655,0.00
003656,0.00
003657,0.00
003658,0.00
003659,0.00
003660,0.00
003661,0.00
003662,0.00
003663,0.00
003664,0.00
003665,0.00
003666,0.00
003667,0.00
003668,0.00
003669,0.00
003670,0.00
003671,0.00
003672,0.00
003673,0.00
003674,0.00
003675,0.00
003676,0.00
003677,0.00
003678,0.00
003679,0.00
003680,0.00
003681,0.00
003682,0.00
003683,0.00
003684,0.00
003685,0.00
003686,0.00
003687,0.00
003688,0.00
003689,0.00
003690,0.00
003691,0.00
003692,0.00
003693,0.00
003694,0.00
003695,0.00
003696,0.00
003697,0.00
003698,0.00
003699,0.00
003700,0.00
003701,0.00
003702,0.00
003703,0.00
003704,0.00
003705,0.00
003706,0.00
003707,0.00
003708,0.00
003709,0.00
003710,0.00
003711,0.00
003712,0.00
003713,0.00
003714,0.00
003715,0.00
003716,0.00
003717,0.00
003718,0.00
003719,0.00
003720,0.00
003721,0.00
003722,0.00
003723,0.00
003724,0.00
003725,0.00
003726,0.00
003727,0.00
003728,0.00
003729,0.00
003730,0.00
003731,0.00
003732,0.00
003733,0.00
003734,0.00
003735,0.00
003736,0.00
003737,0.00
003738,0.00
003739,0.00
003740,0.00
003741,0.00
003742,0.00
003743,0.00
003744,0.00
003745,0.00
003746,0.00
